"","category","name","reviewer","review","date","ratings"
"137","Handbags","Kipling Women's Gabbie S Crossbody, Blue (Active Denim), One Size","Sarah beecham","Not too big, not too small. Well organised but all compartments different sizes so easier to remember where you've put everything! Excellent, lightweight, well organised, stylish, hands free bag! Already saving for another!","Reviewed in the United Kingdom on 20 November 2023","5.0 out of 5 stars"
"138","Handbags","Kipling Women's Gabbie S Crossbody, Blue (Active Denim), One Size","Helen","Great bag, lightweight, roomy and with loads of pockets. I bought the true denim and love the red stitching running through the shoulder strap and on the zip detail at the back. I did find I needed to extend the strap fully for a comfortable fit on the hip but it is not bulky with all the stuff I carry around in it. Looks very smart.","Reviewed in the United Kingdom on 30 November 2023","3.0 out of 5 stars"
"139","Handbags","Kipling Women's Gabbie S Crossbody, Blue (Active Denim), One Size","Feefster","This is such a brilliant bag with space for everything!  I love the colour too.  Well made and very comfortable to wear at any time.  Kipling bags are always great and I do recommend this particular style for any occasion.  Great service too from Amazon.  Many thanks.","Reviewed in the United Kingdom on 16 October 2023","5.0 out of 5 stars"
"140","Handbags","Kipling Women's Gabbie S Crossbody, Blue (Active Denim), One Size","Gillbert","Tasteful and understated bag. Not huge, but adequate for most days. Recycled lining in a lighter colour with writing across it. Long strap. Zip compartment on back has a weirdly coloured pink/red zip. The monkey is a dark metal on my bag, which is not all that easy to see. No moving parts on the monkey,  which is smaller than the fluffy ones. This bag should be suitable for either a fairly smart outfit, office use, or everyday use, in my opinion.","Reviewed in the United Kingdom on 1 December 2023","5.0 out of 5 stars"
"141","Handbags","Kipling Women's Gabbie S Crossbody, Blue (Active Denim), One Size","Mrs Helene A Chernack","Not a very big bag in terms of dimensions but a  pocket/place for everything. Its smaller size also means it is easy to carry/doesn't get in the way.  Chunky zips look good and seem sturdy and it is waterproof- as demonstrated during a downpour the first time I used it. And a great price compared to elsewhere.  Highly recommended.","Reviewed in the United Kingdom on 7 December 2023","5.0 out of 5 stars"
"142","Handbags","Kipling Women's Gabbie S Crossbody, Blue (Active Denim), One Size","carol Staffordshire","Love this bag  great size with plenty pockets it can hold a lot of stuff. Only thing I don't like is the metal monkey. Even the plastic ones are better than this.","Reviewed in the United Kingdom on 15 January 2024","5.0 out of 5 stars"
"143","Handbags","Kipling Women's Gabbie S Crossbody, Blue (Active Denim), One Size","J","Really good quality and the perfect size for a work bag. Colour blends in with everything and stylish","Reviewed in the United Kingdom on 11 May 2023","4.0 out of 5 stars"
"144","Handbags","Kipling Women's Gabbie S Crossbody, Blue (Active Denim), One Size","Maisie's Gran","The quality of a Kipling bag is 10/10. The zip’s are sturdy and strong.","Reviewed in the United Kingdom on 19 February 2024","5.0 out of 5 stars"
"145","Handbags","Kipling Women's Gabbie S Crossbody, Blue (Active Denim), One Size","Helen","I love it,it's very comfortable and useful","Reviewed in the United Kingdom on 30 November 2023","4.7 out of 5 stars"
"146","Handbags","Kipling Women's Gabbie S Crossbody, Blue (Active Denim), One Size","Sarah beecham","I think it’s ok l got it for a friend for her birthday Kipling are good for sure","Reviewed in the United Kingdom on 20 November 2023","5.0 out of 5 stars"
"147","Handbags","Kipling Women's Gabbie S Crossbody, Blue (Active Denim), One Size","Rukhsana Naz","I returned thus bag as felt it had a lot of unnecessary pockets!I like a more simpler bag just need it for a purse and phone.","Reviewed in the United Kingdom on 3 March 2024","3.0 out of 5 stars"
"148","Handbags","Kipling Women's Gabbie S Crossbody, Blue (Active Denim), One Size","Barbara Feltwell","I bought this Kipling back after purchasing my first one last summer .This one is part of their new colour range . Nice and bright pastel pink colour and will use in the summer .Good price","Reviewed in the United Kingdom on 25 February 2024","5.0 out of 5 stars"
"149","Handbags","Kipling Women's Gabbie S Crossbody, Blue (Active Denim), One Size","Sunflowers","I've been a Kipling can for years and the Gabby is now my favourite. This is my third in this style and there may be some more in the future. Just love all the available colours .","Reviewed in the United Kingdom on 14 February 2024","5.0 out of 5 stars"
"150","Handbags","Kipling Women's Gabbie S Crossbody, Blue (Active Denim), One Size","Phoebe","I have several Kipling handbags so I know how well made they are. The zips are chunky and sturdy, the attention to detail in the stitching is what you would expect from paying the price of the bag. However this bag is slightly smaller than my others but it is sufficient enough for me. It is waterproof and has plenty of zipped compartments for storage. My older bags have a lovely orangutang furry monkey (Keyring style) hanging on the outside but this new bag has a cheap plastic looking one which I wasn’t expecting and was  disappointed with. I have swopped it with one off my old handbags but it isn’t black as Kipling made them the same colours as their bags. This is the only let down for me and an attention to detail that I didn’t notice when ordering. I will keep the bag as I do love it but I will be more vigilant if I order any more.","Reviewed in the United Kingdom on 31 January 2024","5.0 out of 5 stars"
"151","Handbags","Kipling Women's Gabbie S Crossbody, Blue (Active Denim), One Size","Amazon Customer","We bought this as a present for our eldest daughter and she's absolutely delighted with it.","Reviewed in the United Kingdom on 29 January 2024","5.0 out of 5 stars"
"152","Handbags","Kipling Women's Gabbie S Crossbody, Blue (Active Denim), One Size","VALMAX","I like it","Reviewed in the United Kingdom on 17 November 2023","5.0 out of 5 stars"
"153","Handbags","Kipling Women's Gabbie S Crossbody, Blue (Active Denim), One Size","A. Costigan","I’ve always liked Kipling bags. They are really well made and last for years. The zips are excellent and the quality is great. I would have given this bag 5 stars but unlike other Kioling bags I’ve had, this one unfortunately doesn’t have the key fob inside as my other ones do, hence the 4 stars. Still a really great cross body bag though and it holds a surprising amount.","Reviewed in the United Kingdom on 7 February 2024","5.0 out of 5 stars"
"154","Handbags","Kipling Women's Gabbie S Crossbody, Blue (Active Denim), One Size","Helen","I already have the larger Gabby and like the organisation it gives. This smaller version has the same organisation so I can keep my essential items in the same spot making them easy to find while carrying less of the clutter I seem to aquire.","Reviewed in the United Kingdom on 30 November 2023","4.7 out of 5 stars"
"155","Handbags","Kipling Women's Gabbie S Crossbody, Blue (Active Denim), One Size","Sarah beecham","This bag is so roomy inside and fits everything I carry around even my umbrella and glasses. I love the fact that it is so light.","Reviewed in the United Kingdom on 20 November 2023","5.0 out of 5 stars"
"156","Handbags","Kipling Women's Gabbie S Crossbody, Blue (Active Denim), One Size","Birdie","A practical bag with lots of pockets for different things. Just the right size as a cross body bag for me.","Reviewed in the United Kingdom on 8 January 2024","3.0 out of 5 stars"
"157","Handbags","Kipling Women's Gabbie S Crossbody, Blue (Active Denim), One Size","Teresa","Fast delivery very pleased with delivery and product","Reviewed in the United Kingdom on 18 January 2024","5.0 out of 5 stars"
"158","Handbags","Kipling Women's Gabbie S Crossbody, Blue (Active Denim), One Size","mlam","Really smart, good size. Good quality bag","Reviewed in the United Kingdom on 21 January 2024","5.0 out of 5 stars"
"159","Handbags","Kipling Women's Gabbie S Crossbody, Blue (Active Denim), One Size","mr j r baker","My new everyday bag. I like the size of the Gabbie S, prefect for keys, purse, glasses, notepad, pen, and plenty of room for other bits and pieces without feeling like I'm hauling luggage. This one has a slightly different feel to the fabric from other kipling bags, a bit heavier in texture but not noticeable in the weight of the bag.I lovely my kipling bagsbecause they are practical and lots of fun colours and designs to choose from.","Reviewed in the United Kingdom on 25 January 2024","5.0 out of 5 stars"
"160","Handbags","Kipling Women's Gabbie S Crossbody, Blue (Active Denim), One Size","Diane cripps","Compact size but fits a lot in it","Reviewed in the United Kingdom on 25 January 2024","5.0 out of 5 stars"
"161","Handbags","Kipling Women's Gabbie S Crossbody, Blue (Active Denim), One Size","Ladyengineer","Lovely bag and colour nice and strong","Reviewed in the United Kingdom on 10 December 2023","5.0 out of 5 stars"
"162","Handbags","Kipling Women's Gabbie S Crossbody, Blue (Active Denim), One Size","alison  scott                        ntt     alisn","Stylish bag with places for everything","Reviewed in the United Kingdom on 21 January 2024","5.0 out of 5 stars"
"163","Handbags","Signare Tapestry Handbags Shoulder bag and Crossbody Bags for Women with Animal Design (Playful Puppy, CONV-PUPPY)","Eriko","I am a member of William Morris Society in the UK and I was looking for a bag with his design. I love Golden Lily pattern and this bag is very useful and beautiful. It is a good value and I use it every day when I go out.","Reviewed in the United Kingdom on 30 January 2024","4.5 out of 5 stars"
"164","Handbags","Signare Tapestry Handbags Shoulder bag and Crossbody Bags for Women with Animal Design (Playful Puppy, CONV-PUPPY)","me","Will match practically everything that I wear. I need not keep changing hand bags.. particularly like the two zip fasteners.","Reviewed in the United Kingdom on 26 November 2023","5.0 out of 5 stars"
"165","Handbags","Signare Tapestry Handbags Shoulder bag and Crossbody Bags for Women with Animal Design (Playful Puppy, CONV-PUPPY)","Eriko","I bought this as a present for my friend and she really liked it. The colours make it suitable to go with most outfits.","Reviewed in the United Kingdom on 30 January 2024","3.0 out of 5 stars"
"166","Handbags","Signare Tapestry Handbags Shoulder bag and Crossbody Bags for Women with Animal Design (Playful Puppy, CONV-PUPPY)","Judith","REALLY LOVE MY BAG WAS HAPPY I ORDERED THIS","Reviewed in the United Kingdom on 9 January 2024","5.0 out of 5 stars"
"167","Handbags","Signare Tapestry Handbags Shoulder bag and Crossbody Bags for Women with Animal Design (Playful Puppy, CONV-PUPPY)","Amazon Customer","stylish and lightweight handbag - looks great","Reviewed in the United Kingdom on 10 January 2024","5.0 out of 5 stars"
"168","Handbags","Signare Tapestry Handbags Shoulder bag and Crossbody Bags for Women with Animal Design (Playful Puppy, CONV-PUPPY)","SASSY","Love this bag very good quality nice size,  pleanty of room for phone glasses and wallet.","Reviewed in the United Kingdom on 13 January 2024","4.0 out of 5 stars"
"169","Handbags","Signare Tapestry Handbags Shoulder bag and Crossbody Bags for Women with Animal Design (Playful Puppy, CONV-PUPPY)","Mrs F j Hellard","well made handbag lovely design, but could do with an extra pocket inside","Reviewed in the United Kingdom on 31 December 2023","5.0 out of 5 stars"
"170","Handbags","Signare Tapestry Handbags Shoulder bag and Crossbody Bags for Women with Animal Design (Playful Puppy, CONV-PUPPY)","Heidi","Bought as a gift, SO CUTE, really nice quality and didn't have a bad smell like a lot of new handbags seem to have. The pattern is beautiful and the zipper opens all the way making it really easy to utilise the space.  Might buy again for myself!","Reviewed in the United Kingdom on 15 December 2023","5.0 out of 5 stars"
"171","Handbags","Signare Tapestry Handbags Shoulder bag and Crossbody Bags for Women with Animal Design (Playful Puppy, CONV-PUPPY)","Amazon Customer","I read previous reviews and some left me quite concerned. I was pleasantly surprised when this lovely bag came. Happy with the quality, size, shape, material and capacity of the bag. So glad I decided to buy it and would definitely purchase it again.","Reviewed in the United Kingdom on 3 November 2023","5.0 out of 5 stars"
"172","Handbags","Signare Tapestry Handbags Shoulder bag and Crossbody Bags for Women with Animal Design (Playful Puppy, CONV-PUPPY)","Eriko","Lovely pattern and a good size to put my normal things in. Delivered flat packed so would not stand properly first couple of times. Now loaded with normal bag things the fold has gone. Can recommend.","Reviewed in the United Kingdom on 30 January 2024","4.5 out of 5 stars"
"173","Handbags","Signare Tapestry Handbags Shoulder bag and Crossbody Bags for Women with Animal Design (Playful Puppy, CONV-PUPPY)","me","looks cheap and old fashioned","Reviewed in the United Kingdom on 26 November 2023","5.0 out of 5 stars"
"174","Handbags","Signare Tapestry Handbags Shoulder bag and Crossbody Bags for Women with Animal Design (Playful Puppy, CONV-PUPPY)","kerry 1","As pictures very pleased with dog tapestry bag. Zip each side for larger opening. Zip inside with extra inside pocket. Shoulder strap included. Looking for more bag designs.","Reviewed in the United Kingdom on 2 August 2023","3.0 out of 5 stars"
"175","Handbags","Signare Tapestry Handbags Shoulder bag and Crossbody Bags for Women with Animal Design (Playful Puppy, CONV-PUPPY)","me","Lovely bag,  it's not too big but it's big enough for you everyday essentials to fit easily ( phone, purse, glasses, tissues and other odds and ends). The double zip enables the bag to be opened wide and the shoulder strap is long enough to go across the body. I will probably by another in a different colour.","Reviewed in the United Kingdom on 26 November 2023","4.0 out of 5 stars"
"176","Handbags","Signare Tapestry Handbags Shoulder bag and Crossbody Bags for Women with Animal Design (Playful Puppy, CONV-PUPPY)","Amazon Customer","Wonderful bag I really like it","Reviewed in the United Kingdom on 27 October 2023","3.0 out of 5 stars"
"177","Handbags","Signare Tapestry Handbags Shoulder bag and Crossbody Bags for Women with Animal Design (Playful Puppy, CONV-PUPPY)","Cinders","This is a nice bag and good overall size. As has been mentioned from others, the only thing I am unhappy with is that the shoulder strap is very long and can't be adjusted.","Reviewed in the United Kingdom on 25 August 2023","5.0 out of 5 stars"
"178","Handbags","Signare Tapestry Handbags Shoulder bag and Crossbody Bags for Women with Animal Design (Playful Puppy, CONV-PUPPY)","Ferdousi","Not a very well constructed bag... flimsy and do not think it will last long... was definitely not worth the money paid","Reviewed in the United Kingdom on 27 September 2023","5.0 out of 5 stars"
"179","Handbags","Signare Tapestry Handbags Shoulder bag and Crossbody Bags for Women with Animal Design (Playful Puppy, CONV-PUPPY)","Julie M.","It’s for a Christmas present","Reviewed in the United Kingdom on 12 January 2023","5.0 out of 5 stars"
"180","Handbags","Signare Tapestry Handbags Shoulder bag and Crossbody Bags for Women with Animal Design (Playful Puppy, CONV-PUPPY)","Mick & Lynne","Bag opens very wide so it is easy to see contents. Design is beautiful, colours are vibrant, just like description. Only thing I didn't like was the shoulder strap, which is too long and not adjustable, do I substituted it with a spare one.","Reviewed in the United Kingdom on 18 April 2023","4.0 out of 5 stars"
"181","Handbags","Signare Tapestry Handbags Shoulder bag and Crossbody Bags for Women with Animal Design (Playful Puppy, CONV-PUPPY)","Eriko","Most attractive and well made.  Good space inside.","Reviewed in the United Kingdom on 30 January 2024","4.5 out of 5 stars"
"182","Handbags","Signare Tapestry Handbags Shoulder bag and Crossbody Bags for Women with Animal Design (Playful Puppy, CONV-PUPPY)","me","The bag I bought was is exactly as advertised so very pleased about that, also it was delivered on time so no complaints","Reviewed in the United Kingdom on 26 November 2023","5.0 out of 5 stars"
"183","Handbags","Signare Tapestry Handbags Shoulder bag and Crossbody Bags for Women with Animal Design (Playful Puppy, CONV-PUPPY)","Barbara Sargent","I already have several Signare items so I know of the stylish quality. I was a little worried that this would be too big for my daily use ( I know dimensions are given in the description but sometimes you just have to see the item).  This is perfect for me - big enough to take all the stuff I can’t do without but small enough to carry comfortably. The colour is beautiful - I’m a big fan of black - and it has such a pretty pattern on it. Another big advantage for me is that  no leather is used.  Best looking bag I’ve had in years. A very small point - an additional zipped pocket inside would be useful ( it only has one) but I’ve worked around it.","Reviewed in the United Kingdom on 27 June 2023","3.0 out of 5 stars"
"184","Handbags","Signare Tapestry Handbags Shoulder bag and Crossbody Bags for Women with Animal Design (Playful Puppy, CONV-PUPPY)","Ann S.","I had another similar bag from Signore but with brown trim which I love but wanted a smaller one with black trim.  This bag is absolutely perfect and beautifully made.  Thank you.","Reviewed in the United Kingdom on 12 May 2023","5.0 out of 5 stars"
"185","Handbags","Signare Tapestry Handbags Shoulder bag and Crossbody Bags for Women with Animal Design (Playful Puppy, CONV-PUPPY)","forever reading","Nice pretty light bag for spring, looks more expensive than it was","Reviewed in the United Kingdom on 24 April 2021","5.0 out of 5 stars"
"186","Handbags","Signare Tapestry Handbags Shoulder bag and Crossbody Bags for Women with Animal Design (Playful Puppy, CONV-PUPPY)","Barbs","My friend was thrilled with the bag which I gifted for her birthday.","Reviewed in the United Kingdom on 22 March 2023","5.0 out of 5 stars"
"187","Handbags","Signare Tapestry Handbags Shoulder bag and Crossbody Bags for Women with Animal Design (Playful Puppy, CONV-PUPPY)","kate heal","I bought this to keep my crochet work in. So pretty but is very strongly made so can be used for more robust reasons too. Love it.","Reviewed in the United Kingdom on 28 May 2023","5.0 out of 5 stars"
"188","Handbags","Signare Tapestry Handbags Shoulder bag and Crossbody Bags for Women with Animal Design (Playful Puppy, CONV-PUPPY)","Ruth Hayter","very lightweight so easy to  use if you have a bad back or mobile issues","Reviewed in the United Kingdom on 18 May 2023","5.0 out of 5 stars"
"189","Handbags","Signare Tapestry Handbags Shoulder bag and Crossbody Bags for Women with Animal Design (Playful Puppy, CONV-PUPPY)","Amazon Customer","Beautiful,designs lovely quality. Good service.","Reviewed in the United Kingdom on 6 April 2023","5.0 out of 5 stars"
"190","Handbags","Michael Kors Women's Tote Bag, Brown Sig, XS, Carry All","Sarabjit Singh","Good good","Reviewed in the United Kingdom on 24 December 2023","4.4 out of 5 stars"
"191","Handbags","Michael Kors Women's Tote Bag, Brown Sig, XS, Carry All","ms susan day","I was not sure what to expect, I was blown away, perfectly mine.","Reviewed in the United Kingdom on 19 January 2024","5.0 out of 5 stars"
"192","Handbags","Michael Kors Women's Tote Bag, Brown Sig, XS, Carry All","Sarabjit Singh","I absolutely love this bag . It’s the right size not to big not to small. It can go over your shoulder or be carried in your hand","Reviewed in the United Kingdom on 24 December 2023","1.0 out of 5 stars"
"193","Handbags","Michael Kors Women's Tote Bag, Brown Sig, XS, Carry All","Crissy","Very nice","Reviewed in the United Kingdom on 7 March 2024","5.0 out of 5 stars"
"194","Handbags","Michael Kors Women's Tote Bag, Brown Sig, XS, Carry All","Patricia Rigden","It is indeed a lovely gift but the size is small ..","Reviewed in the United Kingdom on 21 December 2023","5.0 out of 5 stars"
"195","Handbags","Michael Kors Women's Tote Bag, Brown Sig, XS, Carry All","Amazon Customer","Birthday gift","Reviewed in the United Kingdom on 23 April 2023","5.0 out of 5 stars"
"196","Handbags","Michael Kors Women's Tote Bag, Brown Sig, XS, Carry All","Sunil","The mk bag is a fake, fake logo, fake stitches, fake metal logo. Fake material","Reviewed in the United Kingdom on 12 February 2024","5.0 out of 5 stars"
"197","Handbags","Michael Kors Women's Tote Bag, Brown Sig, XS, Carry All","Ola","Nothing more to say","Reviewed in the United Kingdom on 12 October 2022","4.0 out of 5 stars"
"198","Handbags","Michael Kors Women's Tote Bag, Brown Sig, XS, Carry All","ms susan day","This bag is stiff and unyielding and not easy to use.  I was disappointed but had to return.","Reviewed in the United Kingdom on 19 January 2024","5.0 out of 5 stars"
"199","Handbags","Michael Kors Women's Tote Bag, Brown Sig, XS, Carry All","Sarabjit Singh","Nice bag but small, not sure if it is the real deal?? Leather Seemed very hard and stichtng was not on point. I sent it back, Try before you buy is a great idea, could be for 14 days though people can change their minds, in 7 days you have to think faster lol","Reviewed in the United Kingdom on 24 December 2023","4.4 out of 5 stars"
"200","Handbags","Michael Kors Women's Tote Bag, Brown Sig, XS, Carry All","ms susan day","Did not like the product","Reviewed in the United Kingdom on 19 January 2024","5.0 out of 5 stars"
"201","Handbags","Michael Kors Women's Tote Bag, Brown Sig, XS, Carry All","SAM","Great service","Reviewed in the United Kingdom on 30 January 2024","1.0 out of 5 stars"
"202","Handbags","Michael Kors Women's Tote Bag, Brown Sig, XS, Carry All","Jo","Arrived well before delivery date. Bought it as a gift, really pleased, hope recipient likes it!","Reviewed in the United Kingdom on 20 July 2022","4.0 out of 5 stars"
"203","Handbags","Michael Kors Women's Tote Bag, Brown Sig, XS, Carry All","Amazon Customer","Lovely bag","Reviewed in the United Kingdom on 10 May 2021","3.0 out of 5 stars"
"204","Handbags","Michael Kors Women's Tote Bag, Brown Sig, XS, Carry All","Jean","Authentic Michael Kors bag!  Price was comparable to MK’s outlet.  Love this Electric Blue color!!!  My favorite bag….. and I have several!!!","Reviewed in the United Kingdom on 7 April 2021","5.0 out of 5 stars"
"205","Handbags","Michael Kors Women's Tote Bag, Brown Sig, XS, Carry All","Tracy","Well made very stylish. Color was a little bright for me","Reviewed in the United Kingdom on 24 April 2021","5.0 out of 5 stars"
"206","Handbags","Michael Kors Women's Tote Bag, Brown Sig, XS, Carry All","Dolores Simon","10/10 would recommend. Exactly as pictured. Authentic with authenticity card inside. MSRP price tag still attached and says $328. Love this bag! Shipped and arrived at my house in 24 hours from order!","Reviewed in the United States on 7 August 2022","5.0 out of 5 stars"
"207","Handbags","Michael Kors Women's Tote Bag, Brown Sig, XS, Carry All","Sharon T.","Got this bag for my lady and it hasn’t been a year and it’s already coming apart!?!? Questioning if it is even real! Please contact me seller…. I will be contact Amazon for more assistance","Reviewed in the United States on 29 January 2024","5.0 out of 5 stars"
"208","Handbags","Michael Kors Women's Tote Bag, Brown Sig, XS, Carry All","Sarabjit Singh","The handbag is beautiful.  It was a gift to my granddaughter and she loved it.  The blue color is so pretty.  I did good!","Reviewed in the United Kingdom on 24 December 2023","4.4 out of 5 stars"
"209","Handbags","Michael Kors Women's Tote Bag, Brown Sig, XS, Carry All","ms susan day","Got this for my niece, a gift from her mom in heaven for her birthday, she absolutely loves it, beautiful color and perfect size","Reviewed in the United Kingdom on 19 January 2024","5.0 out of 5 stars"
"210","Handbags","Michael Kors Women's Tote Bag, Brown Sig, XS, Carry All","Nancy Mauchin","Es un bolsito pequeño como se ve en la foto, pero cómodo, pues le caben muchas cosas: cartera, celular, kleenex, labial, gel antibacterial, llaves y alguna otra cosa. Me encantó el color!!! es por lo que la pedí!!! Y se combina perfecto con un labial rojo.Buena calidad.","Reviewed in the United States on 3 January 2020","1.0 out of 5 stars"
"211","Handbags","Michael Kors Women's Tote Bag, Brown Sig, XS, Carry All","barbara","I purchased this purse for my daughter for Christmas and she has been in love with it. I’m very pleased","Reviewed in the United States on 28 April 2023","5.0 out of 5 stars"
"212","Handbags","Michael Kors Women's Tote Bag, Brown Sig, XS, Carry All","Lizbeth C.","Very beautiful bag. My mother noticed it on my table right away. However, it's a toddler bag. I had to return it.","Reviewed in Mexico on 18 December 2023","5.0 out of 5 stars"
"213","Handbags","Michael Kors Women's Tote Bag, Brown Sig, XS, Carry All","Lizbeth C.","Love love this purse !","Reviewed in the United States on 16 January 2024","5.0 out of 5 stars"
"214","Handbags","Michael Kors Women's Tote Bag, Brown Sig, XS, Carry All","jessica masingo","Love the size, color, texture and brand. Planning on taking it on my cruise.","Reviewed in the United States on 26 January 2024","5.0 out of 5 stars"
"215","Handbags","Michael Kors Women's Tote Bag, Brown Sig, XS, Carry All","Rei","Product arrived on time and my Fiancee loved the bag.","Reviewed in the United States on 20 December 2019","5.0 out of 5 stars"
"216","Handbags","Michael Kors Women's Tote Bag, Brown Sig, XS, Carry All","Darci Lutz","La praticità e l'aspetto elegante da utilizzare sempre","Reviewed in the United States on 28 September 2023","5.0 out of 5 stars"
"217","Handbags","Lorenz Leather Handbag # 1968 - Black","Frances Cloake","Well made product. Nicely finished. Holds everything I need when shopping but good size for shoulder bag","Reviewed in the United Kingdom on 5 February 2024","4.4 out of 5 stars"
"218","Handbags","Lorenz Leather Handbag # 1968 - Black","Mrs S. Collier","This bag arrived on time and really well packaged. Lovely bag well made, and holds lots. Would recommend.","Reviewed in the United Kingdom on 4 March 2024","5.0 out of 5 stars"
"219","Handbags","Lorenz Leather Handbag # 1968 - Black","Frances Cloake","I purchased this bag for a Christmas present and am really glad I got it now!  The handbag is a really nice soft leather and came well packaged and only a few days after my order.  It is a good size and the best bit for the person that will receive it is, the zips actually go from end to end which means that even in the rain, no wet will get into the handbag.  It is excellent value for money and the service was prompt.  My only criticism for this order is that the bag appears to have been sent from a place that was damp/cold as it has a damp mouldy smell to it.  I have taken all the packaging away from the bag and it has been standing for the last week or so.  The smell is going slightly but I am really disappointed for that reason and just hope that the smell goes in time for me to package it up for Christmas.  If it wasn't for that, I would not hesitate to order from this company again.","Reviewed in the United Kingdom on 5 February 2024","3.0 out of 5 stars"
"220","Handbags","Lorenz Leather Handbag # 1968 - Black","J.P.W.","A bit bigger than I thought, just as well as I can cram all the crud in it. Nice and soft and looks good.","Reviewed in the United Kingdom on 4 February 2024","5.0 out of 5 stars"
"221","Handbags","Lorenz Leather Handbag # 1968 - Black","Driftwood","Nice bag , four good sized pockets","Reviewed in the United Kingdom on 6 November 2021","5.0 out of 5 stars"
"222","Handbags","Lorenz Leather Handbag # 1968 - Black","JayCee20","I would have given 5 stars as I already have bought the identical bag a few years ago. This new bag has a horrible smell, I have been airing it since I received it a couple of weeks ago and the smell is still there,. I will not be able to use it sadly.","Reviewed in the United Kingdom on 8 January 2024","4.0 out of 5 stars"
"223","Handbags","Lorenz Leather Handbag # 1968 - Black","carrol furnell","Good quality item at a good price, seller highly recommended, 5 star","Reviewed in the United Kingdom on 17 January 2024","5.0 out of 5 stars"
"224","Handbags","Lorenz Leather Handbag # 1968 - Black","Mrs S. Collier","I bought this handbag as an exact replacement for the one my partner wore out over several years of use as she loved it so much. Real, soft leather, it didn’t fall apart and had a lot more wear in it, but eventually got that “trusty old friend”, worn appearance and had to be “retired”. I was glad the same one was still available, and she was thrilled (a birthday gift) - while not looking forward to a hunt for another similarly useful bag. She especially likes its adjustable shoulder strap, and that it is not only an organiser handbag with two main compartments but one takes her iPad Air with no difficulty, and the other a folding umbrella, while leaving plenty of room, without being bulky. The leather smells of leather at first but that soon goes.","Reviewed in the United Kingdom on 4 March 2024","5.0 out of 5 stars"
"225","Handbags","Lorenz Leather Handbag # 1968 - Black","Trevor","Good sized every day handbag great for the price with plenty of pockets","Reviewed in the United Kingdom on 31 October 2023","3.0 out of 5 stars"
"226","Handbags","Lorenz Leather Handbag # 1968 - Black","Frances Cloake","For the wife","Reviewed in the United Kingdom on 5 February 2024","4.4 out of 5 stars"
"227","Handbags","Lorenz Leather Handbag # 1968 - Black","Mrs S. Collier","I normally have tote bags, but I’ve bought this shoulder bag for a change, I like it very much, my hands are free when shopping..","Reviewed in the United Kingdom on 4 March 2024","5.0 out of 5 stars"
"228","Handbags","Lorenz Leather Handbag # 1968 - Black","Jim","beautiful leather handbag and a really good price....i love it.","Reviewed in the United Kingdom on 2 December 2023","3.0 out of 5 stars"
"229","Handbags","Lorenz Leather Handbag # 1968 - Black","julie may","product is good and was as expected","Reviewed in the United Kingdom on 17 October 2023","5.0 out of 5 stars"
"230","Handbags","Lorenz Leather Handbag # 1968 - Black","sandra morgan","Th oh d bag well make nice size just what I wonted","Reviewed in the United Kingdom on 3 November 2023","5.0 out of 5 stars"
"231","Handbags","Lorenz Leather Handbag # 1968 - Black","Michael John Jezzard","First bag lasted over 4 years constant use but eventually frayed on edges, bought new one and very pleased.  big enough with lots of pockets for all bits and pieces.  Like that handle can be adjusted to long length so can be worn over shoulder","Reviewed in the United Kingdom on 3 November 2023","5.0 out of 5 stars"
"232","Handbags","Lorenz Leather Handbag # 1968 - Black","anne hewson","Brought for a friend - the first one broke on the strap it was used every day for a year ad they got me to get the same one as they loved it - for the price you will not go wrong they like it have only a few pockets so they do not lose things in hidden parts ! hummm maybe someone can tell me what a ladies does put in a handbag :-)","Reviewed in the United Kingdom on 20 October 2023","5.0 out of 5 stars"
"233","Handbags","Lorenz Leather Handbag # 1968 - Black","Amazon Customer","perfect size for my needs","Reviewed in the United Kingdom on 25 November 2022","5.0 out of 5 stars"
"234","Handbags","Lorenz Leather Handbag # 1968 - Black","ANDREWjBruce","Just arrived & far out ways my expectation for the price, amazing.","Reviewed in the United Kingdom on 1 April 2023","4.0 out of 5 stars"
"235","Handbags","Lorenz Leather Handbag # 1968 - Black","Frances Cloake","Love the handbag, but leave plenty of time between ordering and needing to use it. I hung it outside and still it smelled. I ditched using it for the planned event and left it hanging on a random radiator for a month...result...its OK now.","Reviewed in the United Kingdom on 5 February 2024","4.4 out of 5 stars"
"236","Handbags","Lorenz Leather Handbag # 1968 - Black","Mrs S. Collier","Very happy with it","Reviewed in the United Kingdom on 4 March 2024","5.0 out of 5 stars"
"237","Handbags","Lorenz Leather Handbag # 1968 - Black","Sue","Good for every day use, holds quite a lot and still able to find everything.","Reviewed in the United Kingdom on 31 July 2022","3.0 out of 5 stars"
"238","Handbags","Lorenz Leather Handbag # 1968 - Black","Keith.","Pity the zip broke within days but loved it so.still using it.","Reviewed in the United Kingdom on 22 August 2023","4.0 out of 5 stars"
"239","Handbags","Lorenz Leather Handbag # 1968 - Black","Pat 63","I like the softness of this bag. The value for money and handy size of bag","Reviewed in the United Kingdom on 19 December 2022","5.0 out of 5 stars"
"240","Handbags","Lorenz Leather Handbag # 1968 - Black","marymarymarymary","Very pleased with my purchase. Handbag really soft & plenty of pockets. Thank you.","Reviewed in the United Kingdom on 28 December 2022","4.0 out of 5 stars"
