"","category","name","reviewer","review","date","ratings"
"241","Handbags","Lorenz Leather Handbag # 1968 - Black","John markham","Good divisions and zipped sections","Reviewed in the United Kingdom on 1 December 2022","4.0 out of 5 stars"
"242","Handbags","Lorenz Leather Handbag # 1968 - Black","Liz","Good bag not too big or small.","Reviewed in the United Kingdom on 21 July 2023","4.0 out of 5 stars"
"243","Handbags","Lorenz Leather Handbag # 1968 - Black","Annieblue","Soft and plenty of room for everything","Reviewed in the United Kingdom on 9 August 2023","5.0 out of 5 stars"
"244","Handbags","Travelon Anti-Theft Heritage Crossbody Bag, Indigo","Judith","Travelled to New Zealand with this bag. Really comfortable to use and wear. Small but was sufficient for my use. Has several pockets for phone etc. Would nt fit I pad or kindle but I knew that before I bought it. Like having the security as I travel through several airports. Like the indigo colour. Recommend this product.","Reviewed in the United Kingdom on 7 February 2019","4.4 out of 5 stars"
"245","Handbags","Travelon Anti-Theft Heritage Crossbody Bag, Indigo","Mrs. Sally Flood","Fabulous bag, so useful with lots of room in it for all stuff that you need on holiday. Even a great bag for everyday use when not on holiday.","Reviewed in the United Kingdom on 14 July 2018","5.0 out of 5 stars"
"246","Handbags","Travelon Anti-Theft Heritage Crossbody Bag, Indigo","Judith","Pleased with bag initially. Looks ok and felt safer than an ordinary handbag. However the loop on the strap for the clip to attach too broke.  It does still however clip on to a strap now I have added a new loop. This is to prevent anyone undoing the zip. But not a cheap bag and this should not have happened. Would have easily broken if a thief had pulled it","Reviewed in the United Kingdom on 7 February 2019","3.0 out of 5 stars"
"247","Handbags","Travelon Anti-Theft Heritage Crossbody Bag, Indigo","Mrs. S. B. Lyth","Very sturdy bag which holds all my essentials, including Passport. Used this on my long haul holiday over Christmas almost every day.","Reviewed in the United Kingdom on 23 May 2018","5.0 out of 5 stars"
"248","Handbags","Travelon Anti-Theft Heritage Crossbody Bag, Indigo","Mrs. Sally Flood","Bought this for someone who was robbed abroad. He really appreciated the gift. It looks like a quality item with some good anti-theft features.","Reviewed in the United Kingdom on 14 July 2018","5.0 out of 5 stars"
"249","Handbags","Travelon Anti-Theft Heritage Crossbody Bag, Indigo","Julie P","Love this little bag, especially for travelling. Not too big but keeps essentials safe","Reviewed in the United Kingdom on 17 January 2018","3.0 out of 5 stars"
"250","Handbags","Travelon Anti-Theft Heritage Crossbody Bag, Indigo","Robbo","Excellent safety features, a confidence giving item","Reviewed in the United Kingdom on 13 June 2018","5.0 out of 5 stars"
"251","Handbags","Travelon Anti-Theft Heritage Crossbody Bag, Indigo","diveangel","Really pleased with this bag,although pricy with the tax added.Fits passports in the front phones inside all securely.","Reviewed in the United Kingdom on 31 August 2019","5.0 out of 5 stars"
"252","Handbags","Travelon Anti-Theft Heritage Crossbody Bag, Indigo","Amazon Customer","Great bag which is well made and it arrived  very quickly.","Reviewed in the United Kingdom on 17 February 2020","5.0 out of 5 stars"
"253","Handbags","Travelon Anti-Theft Heritage Crossbody Bag, Indigo","Judith","Love the handbag","Reviewed in the United Kingdom on 7 February 2019","4.4 out of 5 stars"
"254","Handbags","Travelon Anti-Theft Heritage Crossbody Bag, Indigo","Mrs. Sally Flood","Perfect for travel.","Reviewed in the United Kingdom on 14 July 2018","5.0 out of 5 stars"
"255","Handbags","Travelon Anti-Theft Heritage Crossbody Bag, Indigo","Kaye Browne","Gibt mir ein sicheres Gefühl, wenn mir die Menschen mal wieder zu dicht auf die Pelle rücken.","Reviewed in the United Kingdom on 16 February 2018","3.0 out of 5 stars"
"256","Handbags","Travelon Anti-Theft Heritage Crossbody Bag, Indigo","PhilB","Great bag and size! Fits my iPad mini inside with other items inside too. Love the colour and inside stripe pattern. I LOVE the mini light it comes with. Felt super safe having this while travelling recently and love the locking mechanics on all the zippers.","Reviewed in the United Kingdom on 1 April 2022","5.0 out of 5 stars"
"257","Handbags","Travelon Anti-Theft Heritage Crossbody Bag, Indigo","Clara","Great size for travel. It's smaller than my every day purse, but it made me reduce the contents to just the necessities, which made for a nice, lightweight bag when traveling. Liked the feeling of security it provided with all the anti-theft features. Held up well during our month-long trip, and it will be good for many more adventures.","Reviewed in Germany on 20 September 2022","5.0 out of 5 stars"
"258","Handbags","Travelon Anti-Theft Heritage Crossbody Bag, Indigo","Tora P.","Exactly as advertised. Sturdy and light weight. Ideal for travel.","Reviewed in Canada on 17 September 2023","5.0 out of 5 stars"
"259","Handbags","Travelon Anti-Theft Heritage Crossbody Bag, Indigo","David Bertz","Excelente artículo, me ayudó mucho en mi viaje para tener cerca las pertenecias de forma segura, tenía miedo de los carteristas y con mi bolsa no fue tema. Es fácil de limpar Y prática. El tamaño es algo reducido, pero sirve para mantener a salvo, lo indispensable.","Reviewed in the United States on 5 November 2023","5.0 out of 5 stars"
"260","Handbags","Travelon Anti-Theft Heritage Crossbody Bag, Indigo","Rae","Just the right size and made really well. Worth the price for sure. Thank you, Travelon! Love your products!","Reviewed in Australia on 26 February 2024","5.0 out of 5 stars"
"261","Handbags","Travelon Anti-Theft Heritage Crossbody Bag, Indigo","Alejandra De la Torre","Se veía bien al principio, pero a medida que la gui usando noté que manchaba mi ropa blanca, porque se despinta","Reviewed in Mexico on 9 November 2023","5.0 out of 5 stars"
"262","Handbags","Travelon Anti-Theft Heritage Crossbody Bag, Indigo","Judith","Nice denim look for a casual travel bag. Shoulder strap doesn’t seem quite as strong as previous bags, but I’m not cutting into it to make sure! Good size to make sure I don’t carry too much weight, but maybe a side pocket for water bottle or umbrella would be helpful. Have owned a bigger bag with two side pockets, but definitely carried too much. Difficult choices. These bags historically hold up well. This is probably my 5th similar purse in about 20 years.","Reviewed in the United Kingdom on 7 February 2019","4.4 out of 5 stars"
"263","Handbags","Travelon Anti-Theft Heritage Crossbody Bag, Indigo","Mrs. Sally Flood","Me gusta. Es bonito y de buena calidad. Vivo en un area donde hay muchos robots y me siento más protegido.","Reviewed in the United Kingdom on 14 July 2018","5.0 out of 5 stars"
"264","Handbags","Travelon Anti-Theft Heritage Crossbody Bag, Indigo","Smitty","Lovely bag, good quality, plenty of pockets.However, prior to purchasing, I checked the weight of the bag. I didn’t want a heavy bag. However, it weighed more than the advertised weight. Otherwise, I loved it.","Reviewed in Canada on 22 February 2024","3.0 out of 5 stars"
"265","Handbags","Travelon Anti-Theft Heritage Crossbody Bag, Indigo","Louise A.","Me encanta que tenga varias divisiones y poco peso pero el diseño es muy sencillo.","Reviewed in Mexico on 4 August 2023","4.0 out of 5 stars"
"266","Handbags","Travelon Anti-Theft Heritage Crossbody Bag, Indigo","kerry downes","Nice safety features and good size for everyday use","Reviewed in Australia on 29 August 2022","5.0 out of 5 stars"
"267","Handbags","Travelon Anti-Theft Heritage Crossbody Bag, Indigo","Espiral","La compré para ir a conciertos y no tener por mis pertenencias y la terminé usando para mí día a día, es super práctica y le caben muchas cosas, sin duda compraría una de diferente color.","Reviewed in Mexico on 29 June 2023","4.0 out of 5 stars"
"268","Handbags","Travelon Anti-Theft Heritage Crossbody Bag, Indigo","Colleen B.","Nice small bag for overseas travel, nice material and spacious enough for all travel essentials","Reviewed in the United States on 20 February 2024","4.0 out of 5 stars"
"269","Handbags","Travelon Anti-Theft Heritage Crossbody Bag, Indigo","Fue un regalo, lo probamos y cumple con lo que promete, buena relación calidad-precio","So well made!! Love love love!!","Reviewed in Mexico on 10 January 2024","5.0 out of 5 stars"
"270","Handbags","Travelon Anti-Theft Heritage Crossbody Bag, Indigo","Good bag","A good size. Really well made. Appreciate the antitheft aspect.","Reviewed in Australia on 3 March 2024","5.0 out of 5 stars"
